regulator,gene_name,gene_id,effect,evidence,source
OxyR,elaB,b2266,-+,2,RegulonDB_TF
BluR,ymgC,b1167,-,2,RegulonDB_TF
ArcA,fadB,b3846,-,2,RegulonDB_TF
PdhR,aceE,b0114,-,2,RegulonDB_TF
Mlc,ptsI,b2416,-,2,RegulonDB_TF
RpoN,astC,b1748,+,2,RegulonDB_sigma
RpoN,astB,b1745,+,2,RegulonDB_sigma
RpoN,astA,b1747,+,2,RegulonDB_sigma
ArcA,cyoC,b0430,-,2,RegulonDB_TF
ArcA,cyoD,b0429,-,2,RegulonDB_TF
ArcA,cyoE,b0428,-,2,RegulonDB_TF
ArcA,cyoB,b0431,-,2,RegulonDB_TF
PdhR,cyoE,b0428,-,2,RegulonDB_TF
PdhR,cyoD,b0429,-,2,RegulonDB_TF
ArcA,cyoA,b0432,-,2,RegulonDB_TF
PdhR,aceF,b0115,-,2,RegulonDB_TF
ArcA,cydB,b0734,+,2,RegulonDB_TF
Mlc,ptsH,b2415,-,2,RegulonDB_TF
PdhR,cyoC,b0430,-,2,RegulonDB_TF
ArcA,fadA,b3845,-,2,RegulonDB_TF
PdhR,cyoB,b0431,-,2,RegulonDB_TF
PdhR,lpd,b0116,-,2,RegulonDB_TF
PdhR,cyoA,b0432,-,2,RegulonDB_TF
Mlc,crr,b2417,-,2,RegulonDB_TF
PunR,punC,b1660,+,2,RegulonDB_TF
Nac,codB,b0336,+,2,RegulonDB_TF
Nac,codA,b0337,+,2,RegulonDB_TF
OxyR,flu,b2000,-,2,RegulonDB_TF
OxyR,katG,b3942,+,2,RegulonDB_TF
OxyR,sufA,b1684,+,2,RegulonDB_TF
OxyR,nfsA,b0851,-,2,RegulonDB_TF
PdhR,glcD,b2979,-,2,RegulonDB_TF
MhpR,mhpA,b0347,+,2,RegulonDB_TF
OxyR,rimK,b0852,-,2,RegulonDB_TF
MurR,murQ,b2428,-,2,RegulonDB_TF
OxyR,oxyR,b3961,-,2,RegulonDB_TF
MurR,murP,b2429,-,2,RegulonDB_TF
MhpR,mhpE,b0352,+,2,RegulonDB_TF
AlaS,alaS,b2697,-,2,RegulonDB_TF
OxyR,ahpF,b0606,+,2,RegulonDB_TF
RhaS,rhaT,b3907,+,2,RegulonDB_TF
RhaS,rhaD,b3902,+,2,RegulonDB_TF
OxyR,fur,b0683,+,2,RegulonDB_TF
RhaS,rhaA,b3903,+,2,RegulonDB_TF
RhaS,rhaB,b3904,+,2,RegulonDB_TF
RutR,carA,b0032,+,2,RegulonDB_TF
RutR,carB,b0033,+,2,RegulonDB_TF
RpoS,yhfG,b3362,+,2,RegulonDB_sigma
RpoN,rpoH,b3461,+,2,RegulonDB_sigma
OxyR,ahpC,b0605,+,2,RegulonDB_TF
PdhR,glcE,b4468,-,2,RegulonDB_TF
PdhR,acpP,b1094,+,2,RegulonDB_TF
OxyR,ybjN,b0853,-,2,RegulonDB_TF
PdhR,glcF,b4467,-,2,RegulonDB_TF
MhpR,mhpC,b0349,+,2,RegulonDB_TF
OxyR,sufB,b1683,+,2,RegulonDB_TF
OxyR,sufC,b1682,+,2,RegulonDB_TF
OxyR,sufD,b1681,+,2,RegulonDB_TF
OxyR,sufS,b1680,+,2,RegulonDB_TF
OxyR,sufE,b1679,+,2,RegulonDB_TF
PdhR,fadE,b0221,+,2,RegulonDB_TF
PdhR,gmhA,b0222,+,2,RegulonDB_TF
OxyR,dsbG,b0604,+,2,RegulonDB_TF
PdhR,glcG,b2977,-,2,RegulonDB_TF
OxyR,uof,b4637,+,2,RegulonDB_TF
OxyR,yjjZ,b4567,+,2,RegulonDB_TF
MhpR,mhpB,b0348,+,2,RegulonDB_TF
OxyR,ybjC,b0850,-,2,RegulonDB_TF
PdhR,ybcV,b0558,+,2,RegulonDB_TF
PdhR,ybcW,b0559,+,2,RegulonDB_TF
PdhR,fumD,b1675,+,2,RegulonDB_TF
PdhR,glcA,b2975,-,2,RegulonDB_TF
OxyR,trxC,b2582,+,2,RegulonDB_TF
SrsR,dinJ,b0226,+,2,RegulonDB_TF
RpoD,aroG,b0754,+,2,RegulonDB_sigma
Lrp,serC,b0907,-+,2,RegulonDB_TF
IHF,nrfA,b4070,-+,2,RegulonDB_TF
NtrC,glnL,b3869,-+,2,RegulonDB_TF
BtsR,btsT,b4354,+,2,RegulonDB_TF
IHF,nuoA,b2288,-,2,RegulonDB_TF
ArcA,fadD,b1805,-,2,RegulonDB_TF
NtrC,glnG,b3868,-+,2,RegulonDB_TF
IHF,nrfG,b4076,-+,2,RegulonDB_TF
IHF,nrfF,b4075,-+,2,RegulonDB_TF
IHF,nrfE,b4074,-+,2,RegulonDB_TF
IHF,nrfD,b4073,-+,2,RegulonDB_TF
IHF,nrfC,b4072,-+,2,RegulonDB_TF
IHF,nrfB,b4071,-+,2,RegulonDB_TF
IHF,yjcH,b4068,-,2,RegulonDB_TF
IHF,actP,b4067,-,2,RegulonDB_TF
RpoD,cvpA,b2313,+,2,RegulonDB_sigma
Lrp,fimA,b4314,+,2,RegulonDB_TF
Lrp,fimC,b4316,+,2,RegulonDB_TF
Lrp,fimD,b4317,+,2,RegulonDB_TF
Lrp,fimF,b4318,+,2,RegulonDB_TF
Lrp,fimG,b4319,+,2,RegulonDB_TF
Lrp,fimH,b4320,+,2,RegulonDB_TF
RpoS,poxB,b0871,+,2,RegulonDB_sigma
Lrp,aroA,b0908,-+,2,RegulonDB_TF
IHF,nuoE,b2285,-,2,RegulonDB_TF
IHF,nuoH,b2282,-,2,RegulonDB_TF
FliZ,mdtF,b3514,-,2,RegulonDB_TF
Fnr,ynfE,b1587,+,2,RegulonDB_TF
IHF,lyxK,b3580,+,2,RegulonDB_TF
IHF,yiaO,b3579,+,2,RegulonDB_TF
IHF,yiaN,b3578,+,2,RegulonDB_TF
IHF,yiaM,b3577,+,2,RegulonDB_TF
FliZ,gadE,b3512,-,2,RegulonDB_TF
IHF,yiaL,b3576,+,2,RegulonDB_TF
FliZ,mlrA,b2127,-,2,RegulonDB_TF
FliZ,mdtE,b3513,-,2,RegulonDB_TF
IHF,yiaK,b3575,+,2,RegulonDB_TF
IHF,nuoI,b2281,-,2,RegulonDB_TF
RpoD,cpxP,b4484,+,2,RegulonDB_sigma
IHF,nuoL,b2278,-,2,RegulonDB_TF
FliZ,pdeR,b1285,-,2,RegulonDB_TF
IHF,nuoK,b2279,-,2,RegulonDB_TF
Fnr,hcp,b0873,+,2,RegulonDB_TF
Fnr,hcr,b0872,+,2,RegulonDB_TF
RpoD,csgA,b1042,+,2,RegulonDB_sigma
RpoD,csgB,b1041,+,2,RegulonDB_sigma
RpoD,csgC,b1043,+,2,RegulonDB_sigma
Fur,sufA,b1684,-,2,RegulonDB_TF
Lrp,gltB,b3212,+,2,RegulonDB_TF
NarL,cysG,b3368,+,2,RegulonDB_TF
Lrp,gltD,b3213,+,2,RegulonDB_TF
CsrA,moaE,b0785,+,2,RegulonDB_TF
IHF,dusB,b3260,+,2,RegulonDB_TF
IHF,ilvL,b3766,-+,2,RegulonDB_TF
IHF,focA,b0904,+,2,RegulonDB_TF
Lrp,osmC,b1482,-+,2,RegulonDB_TF
IHF,tdcD,b3115,+,2,RegulonDB_TF
CsrA,moaD,b0784,+,2,RegulonDB_TF
IHF,tdcC,b3116,+,2,RegulonDB_TF
Fnr,nikE,b3480,+,2,RegulonDB_TF
Fur,ftnA,b1905,+,2,RegulonDB_TF
Fnr,nikD,b3479,+,2,RegulonDB_TF
Fnr,nikC,b3478,+,2,RegulonDB_TF
Fnr,nikB,b3477,+,2,RegulonDB_TF
Fnr,nikA,b3476,+,2,RegulonDB_TF
RpoD,dgcZ,b1535,+,2,RegulonDB_sigma
Fnr,napF,b2208,+,2,RegulonDB_TF
Fnr,napA,b2206,+,2,RegulonDB_TF
Fnr,napG,b2205,+,2,RegulonDB_TF
Fnr,napH,b2204,+,2,RegulonDB_TF
Fnr,napB,b2203,+,2,RegulonDB_TF
Fnr,napC,b2202,+,2,RegulonDB_TF
CsrA,moaC,b0783,+,2,RegulonDB_TF
CsrA,rpoE,b2573,-,2,RegulonDB_TF
Fur,sodA,b3908,-,2,RegulonDB_TF
ArcA,nuoM,b2277,-,2,RegulonDB_TF
RpoD,cysG,b3368,+,2,RegulonDB_sigma
RpoS,pgk,b2926,+,2,RegulonDB_sigma
Lrp,ilvA,b3772,-,2,RegulonDB_TF
RpoS,pgi,b4025,+,2,RegulonDB_sigma
Lrp,ilvE,b3770,-,2,RegulonDB_TF
Lrp,ilvH,b0078,-+,2,RegulonDB_TF
FecI,fecA,b4291,+,2,RegulonDB_sigma
RpoS,pdhR,b0113,+,2,RegulonDB_sigma
Fur,entH,b0597,-,2,RegulonDB_TF
FecI,fecB,b4290,+,2,RegulonDB_sigma
IHF,sufA,b1684,+,2,RegulonDB_TF
FecI,fecC,b4289,+,2,RegulonDB_sigma
FecI,fecD,b4288,+,2,RegulonDB_sigma
Lrp,lysU,b4129,-,2,RegulonDB_TF
Fnr,ccmD,b2198,+,2,RegulonDB_TF
Fnr,napD,b2207,+,2,RegulonDB_TF
IHF,acs,b4069,-,2,RegulonDB_TF
FecI,fecE,b4287,+,2,RegulonDB_sigma
IHF,osmY,b4376,-,2,RegulonDB_TF
RpoS,pabA,b3360,+,2,RegulonDB_sigma
Fnr,ynfF,b1588,+,2,RegulonDB_TF
Fnr,ynfG,b1589,+,2,RegulonDB_TF
Fnr,ynfH,b1590,+,2,RegulonDB_TF
Fnr,dmsD,b1591,+,2,RegulonDB_TF
NarL,fdnG,b1474,+,2,RegulonDB_TF
IHF,sufC,b1682,+,2,RegulonDB_TF
IHF,sufD,b1681,+,2,RegulonDB_TF
IHF,sufS,b1680,+,2,RegulonDB_TF
Fur,sufB,b1683,-,2,RegulonDB_TF
Fur,sufC,b1682,-,2,RegulonDB_TF
Fur,sufD,b1681,-,2,RegulonDB_TF
Fur,sufS,b1680,-,2,RegulonDB_TF
Fur,sufE,b1679,-,2,RegulonDB_TF
NarL,nrfA,b4070,-+,2,RegulonDB_TF
IHF,sufE,b1679,+,2,RegulonDB_TF
Fur,stfQ,b1547,-,2,RegulonDB_TF
Fur,tfaQ,b1546,-,2,RegulonDB_TF
IHF,paaK,b1398,+,2,RegulonDB_TF
NarL,nrfB,b4071,-+,2,RegulonDB_TF
NarL,nrfC,b4072,-+,2,RegulonDB_TF
NarL,nrfD,b4073,-+,2,RegulonDB_TF
NarL,nrfE,b4074,-+,2,RegulonDB_TF
NarL,nrfF,b4075,-+,2,RegulonDB_TF
NarL,nrfG,b4076,-+,2,RegulonDB_TF
IHF,paaJ,b1397,+,2,RegulonDB_TF
IHF,sufB,b1683,+,2,RegulonDB_TF
SrsR,paaJ,b1397,+,2,RegulonDB_TF
SrsR,paaI,b1396,+,2,RegulonDB_TF
SrsR,paaD,b1391,+,2,RegulonDB_TF
SrsR,bluR,b1162,+,2,RegulonDB_TF
SrsR,paaZ,b1387,+,2,RegulonDB_TF
SrsR,paaA,b1388,+,2,RegulonDB_TF
IHF,tdcE,b3114,+,2,RegulonDB_TF
IHF,tdcF,b3113,+,2,RegulonDB_TF
IHF,tdcG,b4471,+,2,RegulonDB_TF
RpoD,artJ,b0860,+,2,RegulonDB_sigma
SrsR,paaB,b1389,+,2,RegulonDB_TF
SrsR,paaC,b1390,+,2,RegulonDB_TF
IlvY,ilvY,b3773,-,2,RegulonDB_TF
SrsR,paaH,b1395,+,2,RegulonDB_TF
IlvY,ilvC,b3774,+,2,RegulonDB_TF
SrsR,paaE,b1392,+,2,RegulonDB_TF
SrsR,paaF,b1393,+,2,RegulonDB_TF
SrsR,paaG,b1394,+,2,RegulonDB_TF
RpoS,sodC,b1646,+,2,RegulonDB_sigma
NarL,nirB,b3365,+,2,RegulonDB_TF
NarL,nirC,b3367,+,2,RegulonDB_TF
NarL,nirD,b3366,+,2,RegulonDB_TF
NarL,ogt,b1335,+,2,RegulonDB_TF
IHF,paaI,b1396,+,2,RegulonDB_TF
IHF,paaH,b1395,+,2,RegulonDB_TF
NadR,nadB,b2574,-,2,RegulonDB_TF
IHF,sgbE,b3583,+,2,RegulonDB_TF
YiaU,yiaV,b3586,+,2,RegulonDB_TF
YefMB,yefM,b2017,-,2,RegulonDB_TF
NarL,ydhT,b1669,-,2,RegulonDB_TF
NarL,ydhU,b1670,-,2,RegulonDB_TF
NarL,ydhX,b1671,-,2,RegulonDB_TF
NarL,ydhW,b1672,-,2,RegulonDB_TF
YefMB,yoeB,b4539,-,2,RegulonDB_TF
YiaU,yiaW,b3587,+,2,RegulonDB_TF
ArcA,focA,b0904,-+,2,RegulonDB_TF
UhpA,uhpT,b3666,+,2,RegulonDB_TF
Fnr,pdeF,b2503,+,2,RegulonDB_TF
IHF,sgbU,b3582,+,2,RegulonDB_TF
ZntR,zntA,b3469,-+,2,RegulonDB_TF
Fnr,ydhY,b1674,+,2,RegulonDB_TF
Fnr,ydhV,b1673,+,2,RegulonDB_TF
Fnr,ydhW,b1672,+,2,RegulonDB_TF
Fnr,ydhX,b1671,+,2,RegulonDB_TF
Fnr,ydhU,b1670,+,2,RegulonDB_TF
Fnr,ydhT,b1669,+,2,RegulonDB_TF
IHF,sgbH,b3581,+,2,RegulonDB_TF
YiaU,yiaT,b3584,+,2,RegulonDB_TF
IHF,ilvX,b4669,-+,2,RegulonDB_TF
IHF,paaG,b1394,+,2,RegulonDB_TF
IHF,paaZ,b1387,+,2,RegulonDB_TF
YefM,yoeB,b4539,-,2,RegulonDB_TF
YefM,yefM,b2017,-,2,RegulonDB_TF
IHF,paaF,b1393,+,2,RegulonDB_TF
Fnr,nrdG,b4237,+,2,RegulonDB_TF
IHF,paaE,b1392,+,2,RegulonDB_TF
IHF,paaD,b1391,+,2,RegulonDB_TF
IHF,paaC,b1390,+,2,RegulonDB_TF
IHF,paaB,b1389,+,2,RegulonDB_TF
IHF,paaA,b1388,+,2,RegulonDB_TF
SrsR,paaK,b1398,+,2,RegulonDB_TF
SrsR,yfdQ,b2360,+,2,RegulonDB_TF
SrsR,cdgI,b1785,+,2,RegulonDB_TF
SrsR,yfdK,b2354,+,2,RegulonDB_TF
SrsR,yfdM,b2356,+,2,RegulonDB_TF
SrsR,yfdN,b2357,+,2,RegulonDB_TF
SrsR,yfdO,b2358,+,2,RegulonDB_TF
SrsR,yfdP,b2359,+,2,RegulonDB_TF
Fur,yjjZ,b4567,-,2,RegulonDB_TF
Fur,ybdZ,b4511,-,2,RegulonDB_TF
RpoS,rraA,b3929,+,2,RegulonDB_sigma
RpoS,csgC,b1043,+,2,RegulonDB_sigma
CusR,cusC,b0572,+,2,RegulonDB_TF
AraC,araA,b0062,-+,2,RegulonDB_TF
TorR,torA,b0997,+,2,RegulonDB_TF
RcdA,ybjI,b0844,-,2,RegulonDB_TF
RcdA,ybjJ,b0845,-,2,RegulonDB_TF
RcdA,rcdA,b0846,+,2,RegulonDB_TF
Crp,gatY,b2096,+,2,RegulonDB_TF
Crp,gatD,b2091,+,2,RegulonDB_TF
Crp,gatB,b2093,+,2,RegulonDB_TF
Crp,gatA,b2094,+,2,RegulonDB_TF
RcdA,bluF,b1163,+,2,RegulonDB_TF
Crp,epd,b2927,+,2,RegulonDB_TF
Ada,ada,b2213,-+,2,RegulonDB_TF
Ada,alkB,b2212,-+,2,RegulonDB_TF
Ada,alkA,b2068,+,2,RegulonDB_TF
Crp,gcd,b0124,-,2,RegulonDB_TF
Crp,gntT,b3415,+,2,RegulonDB_TF
TorR,torR,b0995,-,2,RegulonDB_TF
RpoD,sodB,b1656,+,2,RegulonDB_sigma
Crp,gcvH,b2904,+,2,RegulonDB_TF
KdpE,kdpF,b4513,+,2,RegulonDB_TF
KdpE,kdpC,b0696,+,2,RegulonDB_TF
KdpE,kdpB,b0697,+,2,RegulonDB_TF
LacI,lacY,b0343,-,2,RegulonDB_TF
UlaR,ulaC,b4195,-,2,RegulonDB_TF
PyrR,yhjX,b3547,+,2,RegulonDB_TF
RpoD,rpsU,b3065,+,2,RegulonDB_sigma
Crp,fucP,b2801,+,2,RegulonDB_TF
UlaR,ulaB,b4194,-,2,RegulonDB_TF
Crp,cas3,b2761,+,2,RegulonDB_TF
AcrR,acrR,b0464,-,2,RegulonDB_TF
AcrR,acrB,b0462,-,2,RegulonDB_TF
AcrR,acrA,b0463,-,2,RegulonDB_TF
UlaR,ulaD,b4196,-,2,RegulonDB_TF
Crp,ulaB,b4194,+,2,RegulonDB_TF
UlaR,ulaE,b4197,-,2,RegulonDB_TF
Crp,fumC,b1611,+,2,RegulonDB_TF
UlaR,ulaF,b4198,-,2,RegulonDB_TF
Crp,cycA,b4208,+,2,RegulonDB_TF
Crp,ulaC,b4195,+,2,RegulonDB_TF
RcdA,sulA,b0958,-,2,RegulonDB_TF
UlaR,ulaA,b4193,-,2,RegulonDB_TF
Rob,rob,b4396,-,2,RegulonDB_TF
RcsB,rseB,b2571,+,2,RegulonDB_TF
RpoD,sulA,b0958,+,2,RegulonDB_sigma
FlhDC,fliM,b1945,+,2,RegulonDB_TF
FlhDC,fliN,b1946,+,2,RegulonDB_TF
FlhDC,epd,b2927,+,2,RegulonDB_TF
RbsR,rbsD,b3748,-,2,RegulonDB_TF
RbsR,rbsC,b3750,-,2,RegulonDB_TF
RbsR,rbsB,b3751,-,2,RegulonDB_TF
FlhDC,iclR,b4018,+,2,RegulonDB_TF
RbsR,rbsA,b3749,-,2,RegulonDB_TF
RbsR,purH,b4006,-,2,RegulonDB_TF
RbsR,purD,b4005,-,2,RegulonDB_TF
RbsR,add,b1623,+,2,RegulonDB_TF
Crp,cspE,b0623,+,2,RegulonDB_TF
FlhDC,ptsH,b2415,+,2,RegulonDB_TF
Crp,guaA,b2507,+,2,RegulonDB_TF
Cra,yeaD,b1780,-,2,RegulonDB_TF
FlhDC,fliO,b1947,+,2,RegulonDB_TF
Crp,guaB,b2508,+,2,RegulonDB_TF
FlhDC,fliA,b1922,+,2,RegulonDB_TF
FlhDC,fliZ,b1921,+,2,RegulonDB_TF
Cra,csgD,b1040,+,2,RegulonDB_TF
Crp,gltD,b3213,-,2,RegulonDB_TF
FlhDC,adhE,b1241,+,2,RegulonDB_TF
FlhDC,aceB,b4014,+,2,RegulonDB_TF
Rob,marA,b1531,+,2,RegulonDB_TF
Rob,marR,b1530,+,2,RegulonDB_TF
Rob,marB,b1532,+,2,RegulonDB_TF
KdpE,kdpA,b0698,+,2,RegulonDB_TF
Crp,glpA,b2241,+,2,RegulonDB_TF
Crp,glpB,b2242,+,2,RegulonDB_TF
Crp,glpC,b2243,+,2,RegulonDB_TF
TorR,rpoS,b2741,+,2,RegulonDB_TF
TorR,torD,b0998,+,2,RegulonDB_TF
RbsR,rbsK,b3752,-,2,RegulonDB_TF
MngR,mngB,b0732,-,2,RegulonDB_TF
TorR,torC,b0996,+,2,RegulonDB_TF
MngR,mngR,b0730,-,2,RegulonDB_TF
Crp,glpQ,b2239,+,2,RegulonDB_TF
Crp,glpT,b2240,+,2,RegulonDB_TF
Crp,gltB,b3212,-,2,RegulonDB_TF
RbsR,rbsR,b3753,-,2,RegulonDB_TF
Crp,fucI,b2802,+,2,RegulonDB_TF
RcsB,rseC,b2570,+,2,RegulonDB_TF
Crp,paaA,b1388,+,2,RegulonDB_TF
AraC,araB,b0063,-+,2,RegulonDB_TF
Crp,deoD,b4384,-+,2,RegulonDB_TF
NorR,norV,b2710,+,2,RegulonDB_TF
OmpR,narV,b1465,+,2,RegulonDB_TF
OmpR,narW,b1466,+,2,RegulonDB_TF
OmpR,narY,b1467,+,2,RegulonDB_TF
OmpR,narZ,b1468,+,2,RegulonDB_TF
OmpR,nmpC,b0553,-,2,RegulonDB_TF
OmpR,ompC,b2215,+,2,RegulonDB_TF
OmpR,ompF,b0929,-+,2,RegulonDB_TF
RpoD,relA,b2784,+,2,RegulonDB_sigma
PaaX,paaZ,b1387,-,2,RegulonDB_TF
PaaX,paaA,b1388,-,2,RegulonDB_TF
PaaX,paaB,b1389,-,2,RegulonDB_TF
PaaX,paaC,b1390,-,2,RegulonDB_TF
Crp,prpE,b0335,+,2,RegulonDB_TF
StpA,casB,b2759,+,2,RegulonDB_TF
Crp,prpD,b0334,+,2,RegulonDB_TF
OmpR,feoA,b3408,+,2,RegulonDB_TF
OmpR,feoB,b3409,+,2,RegulonDB_TF
Crp,prpC,b0333,+,2,RegulonDB_TF
Crp,prpB,b0331,+,2,RegulonDB_TF
Crp,deoC,b4381,-+,2,RegulonDB_TF
StpA,casA,b2760,+,2,RegulonDB_TF
RelB,relB,b1564,-,2,RegulonDB_TF
PspF,pspB,b1305,+,2,RegulonDB_TF
SoxR,soxR,b4063,-,2,RegulonDB_TF
Crp,abgR,b1339,+,2,RegulonDB_TF
ArgR,yhcC,b3211,-,2,RegulonDB_TF
PspF,pspA,b1304,+,2,RegulonDB_TF
Crp,hlyE,b1182,+,2,RegulonDB_TF
Crp,bhsA,b1112,-,2,RegulonDB_TF
Crp,comR,b1111,-,2,RegulonDB_TF
Crp,crp,b3357,-+,2,RegulonDB_TF
Crp,crr,b2417,-+,2,RegulonDB_TF
PspF,pspC,b1306,+,2,RegulonDB_TF
Crp,deoB,b4383,-+,2,RegulonDB_TF
PspF,pspD,b1307,+,2,RegulonDB_TF
PspF,pspE,b1308,+,2,RegulonDB_TF
PspF,pspG,b4050,+,2,RegulonDB_TF
PspF,pspF,b1303,-,2,RegulonDB_TF
RelB,hokD,b1562,-,2,RegulonDB_TF
NorR,norR,b2709,-,2,RegulonDB_TF
NorR,norW,b2711,+,2,RegulonDB_TF
Crp,cytR,b3934,-+,2,RegulonDB_TF
Crp,deoA,b4382,-+,2,RegulonDB_TF
Crp,prpR,b0330,+,2,RegulonDB_TF
OmpR,narU,b1469,+,2,RegulonDB_TF
RpoD,rpsM,b3298,+,2,RegulonDB_sigma
OmpR,sstT,b3089,+,2,RegulonDB_TF
Crp,flhD,b1892,+,2,RegulonDB_TF
CytR,deoB,b4383,-,2,RegulonDB_TF
Crp,hpt,b0125,+,2,RegulonDB_TF
Crp,gpsA,b3608,+,2,RegulonDB_TF
StpA,casE,b2756,+,2,RegulonDB_TF
RcsB,osmC,b1482,+,2,RegulonDB_TF
StpA,cas1,b2755,+,2,RegulonDB_TF
RpoD,rpoA,b3295,+,2,RegulonDB_sigma
StpA,cas2,b2754,+,2,RegulonDB_TF
Crp,dgoT,b3691,+,2,RegulonDB_TF
Crp,dgoK,b3693,+,2,RegulonDB_TF
RcsB,rpoE,b2573,+,2,RegulonDB_TF
RcsB,gadX,b3516,-,2,RegulonDB_TF
RcsB,rseA,b2572,+,2,RegulonDB_TF
RcsB,gadA,b3517,-,2,RegulonDB_TF
RpoD,rpsB,b0169,+,2,RegulonDB_sigma
RcsB,rseD,b4725,+,2,RegulonDB_TF
RpoD,rpsD,b3296,+,2,RegulonDB_sigma
Crp,dgoA,b4477,+,2,RegulonDB_TF
Crp,dctA,b3528,+,2,RegulonDB_TF
RpoD,rpsK,b3297,+,2,RegulonDB_sigma
Crp,flhC,b1891,+,2,RegulonDB_TF
CytR,deoA,b4382,-,2,RegulonDB_TF
RpoD,rplQ,b3294,+,2,RegulonDB_sigma
PaaX,paaI,b1396,-,2,RegulonDB_TF
OmpR,feoC,b3410,+,2,RegulonDB_TF
PaaX,paaE,b1392,-,2,RegulonDB_TF
RpoD,ribF,b0025,+,2,RegulonDB_sigma
StpA,casC,b2758,+,2,RegulonDB_TF
PaaX,paaF,b1393,-,2,RegulonDB_TF
PaaX,paaG,b1394,-,2,RegulonDB_TF
StpA,casD,b2757,+,2,RegulonDB_TF
PaaX,paaH,b1395,-,2,RegulonDB_TF
Crp,envZ,b3404,-+,2,RegulonDB_TF
Crp,fbaA,b2925,+,2,RegulonDB_TF
Crp,rmf,b0953,+,2,RegulonDB_TF
OmpR,csgG,b1037,+,2,RegulonDB_TF
OmpR,csgF,b1038,+,2,RegulonDB_TF
OmpR,csgE,b1039,+,2,RegulonDB_TF
OmpR,csgD,b1040,+,2,RegulonDB_TF
OmpR,dtpA,b1634,+,2,RegulonDB_TF
PaaX,paaJ,b1397,-,2,RegulonDB_TF
PaaX,paaK,b1398,-,2,RegulonDB_TF
CytR,cdd,b2143,-,2,RegulonDB_TF
CytR,cytR,b3934,-,2,RegulonDB_TF
Cra,csgE,b1039,+,2,RegulonDB_TF
Crp,psuG,b2165,+,2,RegulonDB_TF
Cra,csgG,b1037,+,2,RegulonDB_TF
Fis,proP,b4111,+,2,RegulonDB_TF
Crp,rbfA,b3167,-,2,RegulonDB_TF
Fis,recF,b3700,-,2,RegulonDB_TF
BetI,betI,b0313,-,2,RegulonDB_TF
BetI,betB,b0312,-,2,RegulonDB_TF
BetI,betA,b0311,-,2,RegulonDB_TF
Crp,truB,b3166,-,2,RegulonDB_TF
Crp,tdcD,b3115,+,2,RegulonDB_TF
Fis,tpr,b1229,+,2,RegulonDB_TF
Fis,tufB,b3980,+,2,RegulonDB_TF
Crp,raiA,b2597,+,2,RegulonDB_TF
IscR,iscR,b2531,-,2,RegulonDB_TF
Fis,mazF,b2782,+,2,RegulonDB_TF
Fis,dusB,b3260,-,2,RegulonDB_TF
IscR,iscS,b2530,-,2,RegulonDB_TF
Crp,nupG,b2964,-+,2,RegulonDB_TF
Crp,ompW,b1256,-,2,RegulonDB_TF
Fis,marA,b1531,+,2,RegulonDB_TF
Fis,marR,b1530,+,2,RegulonDB_TF
Fis,acs,b4069,-,2,RegulonDB_TF
IscR,iscU,b2529,-,2,RegulonDB_TF
Crp,cspD,b0880,+,2,RegulonDB_TF
BetI,betT,b0314,-,2,RegulonDB_TF
Crp,rimP,b3170,-,2,RegulonDB_TF
Cra,aceA,b4015,+,2,RegulonDB_TF
Crp,mazF,b2782,+,2,RegulonDB_TF
Crp,nagA,b0677,-+,2,RegulonDB_TF
Crp,nagB,b0678,-+,2,RegulonDB_TF
Crp,umpH,b0675,-+,2,RegulonDB_TF
Crp,nagE,b0679,-+,2,RegulonDB_TF
Cra,crr,b2417,-+,2,RegulonDB_TF
Fis,mazE,b2783,+,2,RegulonDB_TF
Fis,mazG,b2781,+,2,RegulonDB_TF
Cra,crp,b3357,+,2,RegulonDB_TF
Crp,focA,b0904,+,2,RegulonDB_TF
Cra,aroP,b0112,+,2,RegulonDB_TF
Cra,aceB,b4014,+,2,RegulonDB_TF
Cra,adhE,b1241,-,2,RegulonDB_TF
Fis,ndh,b1109,-+,2,RegulonDB_TF
Fis,nirB,b3365,-,2,RegulonDB_TF
Crp,psiE,b4030,-,2,RegulonDB_TF
Fis,nrdA,b2234,+,2,RegulonDB_TF
Cra,aceK,b4016,+,2,RegulonDB_TF
Cra,aceF,b0115,-,2,RegulonDB_TF
Crp,yhfA,b3356,-+,2,RegulonDB_TF
Cra,aceE,b0114,-,2,RegulonDB_TF
Fis,marB,b1532,+,2,RegulonDB_TF
Fis,nuoM,b2277,+,2,RegulonDB_TF
RpoD,tpr,b1229,+,2,RegulonDB_sigma
RpoD,yfgG,b2504,+,2,RegulonDB_sigma
IscR,sufS,b1680,+,2,RegulonDB_TF
IscR,torT,b0994,-,2,RegulonDB_TF
Crp,tdcC,b3116,+,2,RegulonDB_TF
Crp,tdcB,b3117,+,2,RegulonDB_TF
Crp,tdcA,b3118,+,2,RegulonDB_TF
IscR,iscA,b2528,-,2,RegulonDB_TF
Crp,relA,b2784,+,2,RegulonDB_TF
Crp,rhaR,b3906,+,2,RegulonDB_TF
Crp,rhaS,b3905,+,2,RegulonDB_TF
PgrR,ymjC,b4525,-,2,RegulonDB_TF
PgrR,ymjD,b4673,-,2,RegulonDB_TF
Crp,rplM,b3231,-,2,RegulonDB_TF
PgrR,ycjY,b1327,-,2,RegulonDB_TF
Crp,rpsI,b3230,-,2,RegulonDB_TF
